conml,conm,tic,cik,gvkey,Works?
America's Car-Mart Inc,AMERICA'S CAR-MART INC,CRMT,0000799850,13602,
ABIOMED Inc,ABIOMED INC,ABMD,0000815094,13619,
CONMED Corp,CONMED CORP,CNMD,0000816956,13623,
EDAC Technologies Corp,EDAC TECHNOLOGIES CORP,EDAC,0000772572,13630,
Koor Industries Ltd,KOOR INDUSTRIES LTD,KORIY,0000791531,13633,
Exide Technologies,EXIDE TECHNOLOGIES,XIDEQ,0000813781,13634,
Tiffany & Co.,TIFFANY & CO,TIF,0000098246,13646,
National Holdings Corp,NATIONAL HOLDINGS CORP,NHLD,0001023844,13649,
Alliance HealthCare Services Inc,ALLIANCE HEALTHCARE SVCS INC,AIQ.1,0000817135,13657,
ARC Group Worldwide Inc,ARC GROUP WORLDWIDE INC,ARCW,0000826326,13679,
Telefonica SA,TELEFONICA SA,TEF,0000814052,13683,
Liberty Interactive Corp -Consolidated,LIBERTY INTERACTIVE -CONSOL,LINT.CM,,13684,
DENTSPLY SIRONA Inc,DENTSPLY SIRONA INC,XRAY,0000818479,13700,
Unigene Laboratories Inc,UNIGENE LABORATORIES INC,UGNEQ,0000352747,13704,
Icahn Enterprises LP,ICAHN ENTERPRISES LP,IEP,0000813762,13709,
Cedar Fair LP,CEDAR FAIR  -LP,FUN,0000811532,13710,
Aleris Corp,ALERIS CORP,6685B,0001518587,13712,
Paramount Global,PARAMOUNT GLOBAL,PARA,0000813828,13714,
Zoetis Inc,ZOETIS INC,ZTS,0001555280,13721,
American Land Lease Inc,AMERICAN LAND LEASE INC,ANLD,0000804138,13776,
Multi-Color Corp,MULTI-COLOR CORP,LABL,0000819220,13782,
Heron Therapeutics Inc,HERON THERAPEUTICS INC,HRTX,0000818033,13786,
Air Methods Corp,AIR METHODS CORP,AIRM,0000816159,13789,
ThermoGenesis Holdings Inc,THERMOGENESIS HOLDINGS INC,THMO,0000811212,13794,
Almost Family Inc,ALMOST FAMILY INC,AFAM,0000799231,13800,
Fair Isaac Corporation,FAIR ISAAC CORP,FICO,0000814547,13824,
Sedona Corp,SEDONA CORP,SDNA,0000764843,13831,
Regulus Therapeutics Inc,REGULUS THERAPEUTICS INC,RGLS,0001505512,13835,
Trulia Inc,TRULIA INC,TRLA.2,0001349454,13836,
Cambrex Corp,CAMBREX CORP,CBM,0000820081,13839,
Factory 2-U Stores Inc,FACTORY 2-U STORES INC,FTUSQ,0000813775,13842,
China Mobile Games and Entertainment Group Ltd,CHINA MOBILE GAMES  -ADR,CMGE,0001528752,13845,
Bally Total Fitness Holding Corp.,BALLY TOTAL FITNESS HLDG CP,BFTH,0000770944,13853,
FleetMatics Group plc,FLEETMATICS GROUP PLC,FLTX,0001526160,13858,
Tile Shop Holdings Inc,TILE SHOP HOLDINGS INC,TTSH,0001552800,13861,
Galaxy Nutritional Foods Inc.,GALAXY NUTRITIONAL FOODS INC,3GXYF,0000819527,13864,
Summit Midstream Partners LP,SUMMIT MIDSTREAM PARTNERS LP,SMLP,0001549922,13871,
MR Cooper Group Inc,MR COOPER GROUP INC,COOP,0000933136,13888,
Johnson Outdoors Inc,JOHNSON OUTDOORS INC  -CL A,JOUT,0000788329,13906,
Selectis Health Inc,SELECTIS HEALTH INC,GBCS,0000727346,13913,
Ferrellgas Partners LP,FERRELLGAS PARTNERS  -LP,FGPR,0000922358,13962,
Vector Group Ltd,VECTOR GROUP LTD,VGR,0000059440,13963,
Methanex Corp,METHANEX CORP,MEOH,0000886977,13971,
Trimac Transportation Ltd,TRIMAC TRANSPORTATION LTD,TRAAF,,13973,
Warnaco Group Inc (The),WARNACO GROUP INC,WRC,0000801351,13990,
Extendicare Inc,EXTENDICARE INC,EXETF,0001012881,13992,
Husky Energy Inc,HUSKY ENERGY INC,HUSKF,0000049279,13994,
Neiman Marcus Inc,NEIMAN MARCUS GROUP INC,1641B,0001644147,14007,
TransGlobe Energy Corp,TRANSGLOBE ENERGY CORP,TGA,0000736744,14010,
Clean Harbors Inc,CLEAN HARBORS INC,CLH,0000822818,14027,
LifeLock Inc,LIFELOCK INC,LOCK,0001383871,14032,
Amira Nature Foods Ltd,AMIRA NATURE FOODS LTD,ANFIF,0001552448,14033,
Smart Employee Benefits Inc,SMART EMPLOYEE BENEFITS INC,SEBFF,0001718130,14034,
Canfor Corp,CANFOR CORP,CFPZF,,14042,
Gerdau AmeriSteel Corp,GERDAU AMERISTEEL CORP,GNA,0001203748,14049,
Cascades Inc,CASCADES INC,CADNF,0001225525,14065,
Northstar Aerospace Inc,NORTHSTAR AEROSPACE INC,NASGF,0001036652,14068,
Bombardier Inc,BOMBARDIER INC  -CL B,BDRBF,0000878334,14078,
Albany International Corp.,ALBANY INTL CORP  -CL A,AIN,0000819793,14084,
BG Group PLC,BG GROUP PLC,BRGYY,0000805260,14087,
Nordion Inc,NORDION INC,NDZ,0001057698,14102,
CyberOptics Corp,CYBEROPTICS CORP,CYBE,0000768411,14108,
Mitek Systems Inc,MITEK SYSTEMS INC,MITK,0000807863,14113,
Atrium Mortgage Investment Corp,ATRIUM MORTGAGE INVESTMENT,AMIVF,,14118,
Banco Santander SA,BANCO SANTANDER SA,SAN,0000891478,14140,
TechTeam Global Inc,TECHTEAM GLOBAL INC,TEAM.1,0000805054,14145,
Image Entertainment Inc,IMAGE ENTERTAINMENT INC,DISK,0000216324,14150,
McClatchy Co (The),MCCLATCHY CO  -CL A,MNIQQ,0001056087,14163,
Landauer Inc.,LANDAUER INC,LDR,0000825410,14169,
Sevcon Inc,SEVCON INC,SEV.4,0000825411,14170,
Fulton Financial Corp,FULTON FINANCIAL CORP,FULT,0000700564,14172,
AMCOL International Corp,AMCOL INTERNATIONAL CORP,ACO,0000813621,14182,
Gen-Probe Inc,GEN-PROBE INC,GPRO.2,0000820237,14186,
Colonial BancGroup Inc (The),COLONIAL BANCGROUP,CBCGQ,0000092339,14201,
Cadence Bank,CADENCE BANK,CADE,0001299939,14219,
Fastenal Co,FASTENAL CO,FAST,0000815556,14225,
Wegener Corp,WEGENER CORP,WGNR,0000715073,14252,
Maxim Integrated Products Inc.,MAXIM INTEGRATED PRODUCTS,MXIM,0000743316,14256,
Senetek Plc,SENETEK PLC  -OLD,SNKTY.1,,14257,
Borland International Inc,BORLAND SOFTWARE CORP,BORL,0000853273,14268,
Herbalife Nutrition Ltd,HERBALIFE NUTRITION LTD,HLF,0001180262,14269,
First Republic Bank,FIRST REPUBLIC BANK,FRC,0001132979,14275,
Amphenol Corp,AMPHENOL CORP,APH,0000820313,14282,
Bentley Pharmaceuticals Inc.,BENTLEY PHARMACEUTICALS,BNT.3,0000821616,14285,
MTS Medication Technologies Inc,MTS MEDICATION TECHNOLOGIES,MTSI.2,0000823560,14296,
Canam Group Inc,CANAM GROUP INC,CNMGF,,14301,
AKORN OPERATING COMPANY LLC,AKORN OPERATING COMPANY LLC,AKRXQ,0000003116,14304,
Inter Parfums Inc,INTER PARFUMS INC,IPAR,0000822663,14309,
Polaris Inc,POLARIS INC,PII,0000931015,14311,
Empire Co Ltd,EMPIRE CO LTD  -CL A,EMLAF,0000908931,14312,
Norbord Inc,NORBORD INC,OSB,0000877365,14313,
Intercept Pharmaceuticals Inc,INTERCEPT PHARMA INC,ICPT,0001270073,14320,
Altera Corp,ALTERA CORP,ALTR.1,0000768251,14324,
ONEX Corp,ONEX CORP,ONEXF,0000937226,14326,
West Fraser Timber Co Ltd,WEST FRSER TMBR CO LTD,WFG,0001402388,14330,
IGM Financial Inc.,IGM FINANCIAL INC,IGIFF,,14333,
EDCI Holdings Inc,EDCI HOLDINGS INC,EDCI,0000808918,14340,
Four Seasons Hotels Inc.,FOUR SEASONS HOTELS -LTD VTG,FS.2,0001030555,14351,
SNC-Lavalin Group Inc,SNC-LAVALIN GROUP INC,SNCAF,,14352,
Shaw Communications Inc.,SHAW COMMUNICATIONS INC-CL B,SJR,0000932872,14353,
Pioneer Natural Resources Co,PIONEER NATURAL RESOURCES CO,PXD,0001038357,14359,
IMC Global Inc.,IMC GLOBAL INC,IGL,0000820626,14363,
United States Cellular Corp,US CELLULAR CORP,USM,0000821130,14369,
ManpowerGroup Inc,MANPOWERGROUP,MAN,0000871763,14370,
Tembec Inc,TEMBEC INC,TMBCF,0001512090,14372,
Oregon Steel Mills Inc.,OREGON STEEL MILLS INC,OS,0000830260,14384,
Respironics Inc,RESPIRONICS INC,RESP.,0000780434,14385,
GSI Commerce Inc,GSI COMMERCE INC,GSIC,0000828750,14386,
Fortis Inc,FORTIS INC,FTS,0001666175,14390,
TransAlta Corp,TRANSALTA CORP,TAC,0001144800,14391,
Bioject Medical Technologies Inc,BIOJECT MEDICAL TECHNOLOGIES,BJCT,0000810084,14395,
Dynex Capital Inc.,DYNEX CAPITAL INC,DX,0000826675,14403,
Sotheby's,SOTHEBY'S,BID,0000823094,14412,
MGM Resorts International,MGM RESORTS INTERNATIONAL,MGM,0000789570,14418,
ADT Corp (The),ADT CORP,ADT.4,0001546640,14438,
LVMH Moet Hennessy Louis Vuitton SE,LVMH MOET HENNESSY LOUIS V,LVMUY,0000824046,14447,
Wolverine Tube Inc.,WOLVERINE TUBE INC,WLVTQ,0000821407,14450,
Playtex Products Inc,PLAYTEX PRODUCTS INC,PYX.2,0000842699,14470,
Waste Management Inc.,WASTE MANAGEMENT INC,WM,0000823768,14477,
Tutogen Medical Inc.,TUTOGEN MEDICAL INC,TTG,0000816949,14487,
Dell Technologies Inc,DELL TECHNOLOGIES INC,DELL,0001571996,14489,
Sport Supply Group Inc,SPORT SUPPLY GROUP INC,RBI,0000828747,14490,
Imperial Sugar Co,IMPERIAL SUGAR CO,IPSU,0000831327,14503,
TMX Group Ltd,TMX GROUP LTD,TMXXF,,14517,
Concorde Career Colleges Inc,CONCORDE CAREER COLLEGES INC,CCDC,0000832483,14525,
Scripps (E.W.) Co (The),EW SCRIPPS  -CL A,SSP,0000832428,14535,
Teva Pharmaceutical Industries Ltd,TEVA PHARMACEUTICALS,TEVA,0000818686,14538,
Silvercrest Asset Management Group Inc,SILVERCREST ASSET MGT,SAMG,0001549966,14551,
II VI Inc,II-VI INC,IIVI,0000820318,14561,
Mercer International Inc,MERCER INTL INC,MERC,0001333274,14563,
American Power Conversion Corp,AMERICAN POWER CONVERSION CP,APCC.,0000835910,14565,
MGC Diagnostics Corp,MGC DIAGNOSTICS CORP,MGCD,0000815093,14581,
Apogee Technology Inc,APOGEE TECHNOLOGY INC,ATCS,0000823876,14582,
Freeport-McMoRan Inc,FREEPORT-MCMORAN INC,FCX,0000831259,14590,
AllianceBernstein Holding LP,ALLIANCEBERNSTEIN HOLDING LP,AB,0000825313,14592,
Juniper Pharmaceuticals Inc,JUNIPER PHARMACEUTICALS INC,JNP,0000821995,14597,
Avid Bioservices Inc,AVID BIOSERVICES INC,CDMO,0000704562,14603,
WPP PLC,WPP PLC,WPP,0000806968,14605,
HearUSA Inc,HEARUSA INC,HEARQ,0000821536,14606,
UBM PLC,UBM PLC,UBMPY,0000813811,14611,
Electrolux AB,ELECTROLUX AB,ELUXY,0000813810,14620,
Poniard Pharmaceuticals Inc,PONIARD PHARMACEUTICALS INC,PARD,0000755806,14622,
Novellus Systems Inc.,NOVELLUS SYSTEMS INC,NVLS.1,0000836106,14623,
The ODP Corporation,ODP CORP,ODP,0000800240,14624,
Phoenix Technologies Ltd,PHOENIX TECHNOLOGIES LTD,PTEC,0000832767,14626,
KCS Energy Inc.,KCS ENERGY INC,KCS,0000832820,14633,
BMC Software Inc,BMC SOFTWARE INC,BMC,0000835729,14650,
Meritage Homes Corp,MERITAGE HOMES CORP,MTH,0000833079,14790,
Arch Coal Inc,ARCH RESOURCES INC,ARCH,0001037676,14793,
National Australia Bank Ltd,NATIONAL AUSTRALIA BK,NABZY,0000833029,14802,
Concord Camera Corp,CONCORD CAMERA CORP,LENS.1,0000831861,14808,
Berkley (W.R.) Corp,BERKLEY (W R) CORP,WRB,0000011544,14822,
Cincinnati Financial Corp,CINCINNATI FINANCIAL CORP,CINF,0000020286,14824,
Ohio Casualty Corp,OHIO CASUALTY CORP,OCAS,0000073952,14827,
Old Republic International Corp,OLD REPUBLIC INTL CORP,ORI,0000074260,14828,
21st Century Insurance Group,21ST CENTURY INS GROUP,TW.1,0000100331,14830,
Genlyte Group Inc (The),GENLYTE GROUP INC,GLYT,0000833076,14863,
Fairway Group Holdings Corp,FAIRWAY GROUP HOLDINGS,FWMHQ,0001555492,14868,
Home Products International Inc,HOME PRODUCTS INTL INC,HOMZQ,0000814457,14883,
MGP Ingredients Inc,MGP INGREDIENTS INC,MGPI,0000835011,14891,
Vodafone Group Public Limited Company,VODAFONE GROUP PUBLIC LTD,VOD,0000839923,14894,
VISX Inc,VISX INC/DE,EYE.1,0000837991,14897,
3D Systems Corp,3D SYSTEMS CORP,DDD,0000910638,14898,
Pride International Inc.,PRIDE INTERNATIONAL INC,PDE,0000833081,14908,
Noven Pharmaceuticals Inc,NOVEN PHARMACEUTICALS INC,NOVN.1,0000815838,14918,
Nam Tai Property Inc,NAM TAI PROPERTY INC,NTP,0000829365,14924,
Devon Energy Corp,DEVON ENERGY CORP,DVN,0001090012,14934,
Lindsay Corp,LINDSAY CORP,LNN,0000836157,14954,
Laboratory Corp of America Holdings,LABORATORY CP OF AMER HLDGS,LH,0000920148,14960,
Coles Group Ltd - old,COLES GROUP LTD - OLD,CM.2,0000825777,14977,
Vaso Corp,VASO CORP,VASO,0000839087,14985,
ACE Avation Holdings Inc,ACE AVIATION HOLDINGS INC,ACAVF,0001295721,14999,
Andrew Peller Ltd,ANDREW PELLER LTD,ADWPF,,15000,
Toromont Industries Ltd,TOROMONT INDUSTRIES LTD,TMTNF,0001476708,15020,
TOR Minerals International Inc,TOR MINERALS INTL INC,TORM,0000842295,15027,
Goldcorp Inc.,GOLDCORP INC,GG,0000919239,15037,
Interfor Corp,INTERFOR CORP,IFSPF,0001602397,15038,
Parkland Corp,PARKLAND CORP,PKIUF,,15042,
Workday Inc,WORKDAY INC,WDAY,0001327811,15044,
Heroux-Devtek Inc,HEROUX-DEVTEK INC,HERXF,,15050,
Canadian Natural Resources Ltd,CANADIAN NATURAL RESOURCES,CNQ,0001017413,15055,
Xura Inc,XURA INC,MESG,0001549872,15056,
Melcor Developments Ltd,MELCOR DEVELOPMENT LTD,MODVF,,15059,
Callon Petroleum Co/DE,CALLON PETROLEUM CO/DE,CPE,0000928022,15060,
Suncor Energy Inc.,SUNCOR ENERGY INC,SU,0000311337,15070,
Transcontinental Inc,TRANSCONTINENTAL INC -CL A,TCLAF,,15083,
Burlington Resources Inc,BURLINGTON RESOURCES INC,BR.2,0000833320,15084,
Lifeway Foods Inc,LIFEWAY FOODS INC,LWAY,0000814586,15087,
CEC Entertainment Inc.,CEC ENTERTAINMENT INC,9614B,0000813920,15092,
CVR Refining LP,CVR REFINING LP,CVRR,0001558785,15093,
MFA Financial Inc,MFA FINANCIAL INC,MFA,0001055160,15101,
Corus Group PLC,CORUS GROUP PLC,CGA.1,0000842021,15103,
Beckman Coulter Inc,BECKMAN COULTER INC,BEC,0000840467,15106,
Lyondell Chemical Co,LYONDELL CHEMICAL CO,LYO,0000842635,15110,
RPT Realty,RPT REALTY,RPT,0000842183,15111,
Tallgrass Energy Partners LP,TALLGRASS ENERGY PRT LP,TEP,0001569134,15117,
Trizec Properties Inc.,TRIZEC PROPERTIES INC,TRZ,0001161935,15123,
Apogent Technologies Inc,APOGENT TECHNOLOGIES INC,AOT,0000824803,15133,
iStar Inc,ISTAR INC,STAR,0001095651,15142,
Armored AutoGroup Inc,ARMORED AUTOGROUP INC,8552B,0001537660,15148,
Petro-Canada,PETRO-CANADA,PCZ,0000795615,15150,
Federal Agricultural Mortgage Corp.,FEDERAL AGRICULTURE MTG CP,AGM,0000845877,15153,
Genus Inc,GENUS INC,GGNS,0000837913,15160,
Fiat Chrysler Automobiles NV,FIAT CHRYSLER AUTOMOBILES NV,FCAU,,15172,
Banco Bilbao Vizcaya Argentaria SA (BBVA),BBVA,BBVA,0000842180,15181,
Comamtech Inc -Old,COMAMTECH INC -OLD,COMT.1,0000839435,15190,
Chemical Financial Corp,CHEMICAL FINANCIAL CORP,CHFC,0000814184,15197,
Netegrity Inc,NETEGRITY INC,NETE.,0000840824,15203,
Federal Home Loan Mortgage Corp,FEDERAL HOME LOAN MORTG CORP,FMCC,0001026214,15208,
Dream Industrial Real Estate Investment Trust,DREAM INDUSTRIAL REIT,DREUF,,15211,
CrossAmerica Partners LP,CROSSAMERICA PARTNERS LP,CAPL,0001538849,15212,
OvaScience Inc,OVASCIENCE INC,OVAS,,15215,
Alon USA Partners LP,ALON USA PARTNERS LP,ALDW,0001556766,15235,
Westwater Resources Inc,WESTWATER RESOURCES INC,WWR,0000839470,15240,
PW Eagle Inc,PW EAGLE INC,PWEI,0000852426,15242,
Valero Energy Corp,VALERO ENERGY CORP,VLO,0001035002,15247,
TriMas Corp,TRIMAS CORP,TRS,0000842633,15252,
Doral Financial Corp,DORAL FINANCIAL CORP,DRLCQ,0000840889,15261,
IDEX Corp,IDEX CORP,IEX,0000832101,15267,
Walter Energy Inc,WALTER ENERGY INC,WLTGQ,0000837173,15274,
Armor Holdings Inc,ARMOR HOLDINGS INC,AH.Z,0000845752,15290,
FSI International Inc,FSI INTL INC,FSII.1,0000841692,15293,
SolarCity Corp,SOLARCITY CORP,SCTY.1,0001408356,15314,
ALARIS Medical Systems Inc,ALARIS MEDICAL SYSTEMS INC,AMI.2,0000817161,15315,
Repsol SA,REPSOL SA,REPYY,0000901576,15319,
"Endesa SA, Madrid",ENDESA SA,ELEYY,0001046649,15321,
BTU International Inc,BTU INTERNATIONAL INC,BTUI,0000840883,15331,
Akzo Nobel NV,AKZO NOBEL NV,AKZOY,0000003124,15334,
Emmis Communications Corp,EMMIS COMMUNICATIONS CP-CL A,EMMS,0000783005,15337,
Presstek Inc,PRESSTEK INC,PRST,0000846876,15347,
Enterasys Networks Inc,ENTERASYS NETWORKS INC,ETS,0000846909,15354,
Westpac Banking Corp,WESTPAC BANKING,WBK,0000719245,15362,
TCF Financial Corp,TCF FINANCIAL CORP,TCF,0000019612,15363,
Argo Group International Holdings Ltd,ARGO GROUP INTL HOLDINGS LTD,ARGO,0001091748,15364,
SunCoke Energy Partners LP,SUNCOKE ENERGY PARTNERS LP,SXCP,0001555538,15396,
"Benetton Group SPA, Ponzano",BENETTON GROUP SPA,BNGPY,0000849314,15406,
Bio-Techne Corp,BIO-TECHNE CORP,TECH,0000842023,15414,
Brown & Brown Inc,BROWN & BROWN INC,BRO,0000079282,15417,
Ambarella Inc,AMBARELLA INC,AMBA,0001280263,15420,
CRH PLC,CRH PLC,CRH,0000849395,15444,
Emisphere Technologies Inc,EMISPHERE TECHNOLOGIES INC,EMIS,0000805326,15446,
Tredegar Corp,TREDEGAR CORP,TG,0000850429,15459,
ABN Amro Holding NV,ABN-AMRO HOLDINGS NV,ABNYY,,15504,
AIB Group PLC,AIB GROUP PLC,AIBYY,0001728918,15505,
Anglo American PLC,ANGLO AMERICAN PLC,NGLOY,0001088370,15508,
HSBC Holdings PLC,HSBC HLDGS PLC,HSBC,0001089113,15509,
Signet Jewelers Ltd,SIGNET JEWELERS LTD,SIG,0000832988,15520,
Staples Inc.,STAPLES INC,SPLS,0000791519,15521,
BNP Paribas,BNP PARIBAS,BNPQY,0000310732,15532,
Dominion Diamond Corp,DOMINION DIAMOND CORP,DDC,0000841071,15533,
Paratek Pharmaceuticals Inc,PARATEK PHARMACEUTCLS INC,PRTK,0001178711,15539,
SRAX Inc,SRAX INC,SRAX,0001538217,15543,
Aviva PLC,AVIVA PLC,AVVIY,0001140022,15545,
Danske Bank As,DANSKE BANK AS,DNKEY,0000800177,15552,
Deutsche Bank AG,DEUTSCHE BANK AG,DB,0001159508,15576,
Bank of Montreal,BANK OF MONTREAL,BMO,0000927971,15580,
Canadian Imperial Bank of Commerce,CANADIAN IMPERIAL BANK,CM,0001045520,15581,
The Bank of Nova Scotia,BANK OF NOVA SCOTIA,BNS,0000009631,15582,
Aegon NV,AEGON NV,AEG,0000769218,15598,
Power Financial Corp,POWER FINANCIAL CORP,POFNF,0000817411,15607,
Nomura Holdings Inc,NOMURA HOLDINGS INC,NMR,0001163653,15613,
ING Groep NV,ING GROEP NV,ING,0001039765,15617,
National Bank of Canada,NATIONAL BANK CANADA,NTIOF,0000926171,15620,
Royal Bank of Canada,ROYAL BANK OF CANADA,RY,0001000275,15633,
NatWest Group plc,NATWEST GROUP PLC,NWG,0000844150,15634,
Brookfield Canada Office Properties,BROOKFIELD CDA OFFICE PPTYS,BOXC,0001537063,15637,
Tokio Marine Holdings Inc,TOKIO MARINE HOLDINGS INC,TKOMY,0001169486,15659,
Orix Corp,ORIX CORP,IX,0001070304,15668,
United Overseas Bank Ltd,UNITED OVERSEAS BANK LTD,UOVEY,0000867530,15679,
Thomson Reuters Corp,THOMSON-REUTERS CORP,TRI,0001075124,15704,
Toronto-Dominion Bank (The),TORONTO DOMINION BANK,TD,0000947263,15706,
Allergan Inc.,ALLERGAN INC,AGN.2,0000850693,15708,
Plum Creek Timber Co Inc.,PLUM CREEK TIMBER CO INC,PCL,0000849213,15709,
Allianz SE,ALLIANZ SE,ALIZY,0001796335,15724,
DBS Group Holdings Ltd,DBS GROUP HOLDINGS LTD,DBSDY,0000882617,15743,
Prudential PLC,PRUDENTIAL PLC,PUK,0001116578,15782,
Societe Generale Group,SOCIETE GENERALE GROUP,SCGLY,0000906433,15784,
Allion Healthcare Inc.,ALLION HEALTHCARE INC,ALLI,0000847935,15798,
Novelion Therapeutics Inc,NOVELION THERAPEUTICS INC,NVLNF,0000827809,15803,
New Horizons Worldwide Inc,NEW HORIZONS WORLDWIDE INC,NWRZ,0000850414,15822,
NortonLifeLock Inc,NORTONLIFELOCK INC,NLOK,0000849399,15855,
Australia & New Zealand Banking Group Ltd,ANZ-AUSTRALIA & NEW ZEALD BK,ANZBY,0000310673,15889,
Lloyds Banking Group PLC,LLOYDS BANKING GROUP PLC,LYG,0001160106,15929,
Sportsmans Warehouse Holdings Inc,SPORTSMANS WAREHOUSE HLDGS,SPWH,0001132105,16009,
JOYY Inc,JOYY INC -ADR,YY,0001530238,16011,
Quest Resource Holding Corp,QUEST RESOURCE HOLDING CORP,QRHC,0001442236,16015,
Seadrill Partners LLC,SEADRILL PARTNERS LLC,SDLPQ,0001553467,16026,
Score Media and Gaming Inc,SCORE MEDIA AND GAMING INC,SCR,0001787134,16058,
Monroe Capital Corp,MONROE CAPITAL CORP,MRCC,0001512931,16066,
AbbVie Inc,ABBVIE INC,ABBV,0001551152,16101,
Artisan Partners Asset Management Inc,ARTISAN PARTNERS ASSET MGMT,APAM,0001517302,16113,
CyrusOne Inc,CYRUSONE INC,CONE,0001553023,16116,
Global Medical REIT Inc,GLOBAL MEDICAL REIT,GMRE,0001533615,16125,
OFS Capital Corporation,OFS CAPITAL CORP,OFS,0001487918,16149,
Stellus Capital Investment Corp,STELLUS CAPITAL INVESTMENT,SCM,0001551901,16150,
Cognex Corporation,COGNEX CORP,CGNX,0000851205,16188,
Western Midstream Partners LP,WESTERN MIDSTRM PRTNRS LP,WES,0001423902,16225,
Commercial Federal Corp,COMMERCIAL FEDERAL CORP,CFB.2,0000744778,16227,
Washington Mutual Inc,WASHINGTON MUTUAL INC,WAMUQ,,16243,
People's United Financial Inc,PEOPLE'S UNITED FINL INC,PBCT,0001378946,16245,
Enanta Pharmaceuticals Inc,ENANTA PHARMACEUTICALS INC,ENTA,0001177648,16269,
Absa Group Ltd,ABSA GROUP LTD,AGRPY,0001064772,16305,
Crius Energy Trust,CRIUS ENERGY TRUST,CRIUF,0001562905,16306,
Intesa Sanpaolo SPA,INTESA SANPAOLO SPA,ISNPY,0001374384,16348,
Voya Financial Inc,VOYA FINANCIAL INC,VOYA,0001535929,16384,
Cirrus Logic Inc.,CIRRUS LOGIC INC,CRUS,0000772406,16401,
Stolt-Nielsen Ltd,STOLT NIELSEN LTD,SNSAY,0001458660,16403,
Ruckus Wireless Inc,RUCKUS WIRELESS INC,RKUS,0001294016,16416,
Brookfield Office Properties Inc,BROOKFIELD OFFICE PPTYS INC,BPO1,0001085359,16423,
Fairfax Financial Holdings Ltd,FAIRFAX FINANCIAL HOLDINGS,FRFHF,0000915191,16428,
Great-West Lifeco Inc,GREAT-WEST LIFECO INC,GWLIF,0000850918,16431,
Laurentian Bank Of Canada,LAURENTIAN BANK OF CANADA,LRCDF,,16432,
Electronic Clearing House Inc,ELECTRONIC CLEARING HOUSE,ECHO.1,0000721773,16441,
Neogen Corp,NEOGEN CORP,NEOG,0000711377,16453,
Hanger Inc,HANGER INC,HNGR,0000722723,16456,
Levi Strauss & Co,LEVI STRAUSS & CO,LEVI,0000094845,16476,
Lear Corp,LEAR CORP,LEA,0000842162,16477,
EOG Resources Inc.,EOG RESOURCES INC,EOG,0000821189,16478,
Kaneb Pipe Line Partners LP,KANEB PIPELINE PARTNRS  -LP,KPP,0000853890,16479,
Boise Cascade Co,BOISE CASCADE CO,BCC,0001328581,16486,
Zila Inc,ZILA INC,ZILA,0000827156,16488,
Zix Corp.,ZIX CORP,ZIXI,0000855612,16531,
ServisFirst Bancshares Inc,SERVISFIRST BANCSHARES INC,SFBS,0001430723,16549,
Alumina Ltd,ALUMINA LTD,AWCMY,0000857071,16560,
Nutrien Ltd,NUTRIEN LTD,NTR,0001725964,16582,
Lattice Semiconductor Corporation,LATTICE SEMICONDUCTOR CORP,LSCC,0000855658,16597,
"Nestle SA, Cham Und Vevey",NESTLE SA/AG,3NSRGY,0000800921,16603,
WhiteHorse Finance Inc,WHITEHORSE FINANCE INC,WHF,0001552198,16608,
America First Multifamily Investors LP,AMERICA FIRST MULTIFAMILY-LP,ATAX,0001059142,16641,
Amcore Financial Inc,AMCORE FINANCIAL INC,AMFIQ,0000714756,16643,
Advanced Disposal Services Inc,ADVANCED DISPOSAL SERVICES,ADSW,0001585790,16648,
RTI International Metals Inc,RTI INTL METALS INC,RTI,0001068717,16650,
Taylor Morrison Home Corporation,TAYLOR MORRISON HOME CORP,TMHC,0001562476,16653,
Applebee's International Inc,APPLEBEES INTL INC,APPB.1,0000853665,16665,
BankUnited Financial Corp,BANKUNITED FINANCIAL CORP,BKUNQ,0000894490,16684,
Northeast Bank,NORTHEAST BANK,NBN,0000811831,16689,
Bryn Mawr Bank Corp,BRYN MAWR BANK CORP,BMTC,0000802681,16698,
Front Yard Residential Corp,FRONT YARD RESIDENTIAL CORP,RESI.1,0001555039,16700,
Central Pacific Financial Corp.,CENTRAL PACIFIC FINANCIAL CP,CPF,0000701347,16705,
Digi International Inc,DIGI INTERNATIONAL INC,DGII,0000854775,16710,
Donegal Group Inc,DONEGAL GROUP INC,DGICA,0000800457,16714,
EMC Insurance Group Inc,EMC INSURANCE GROUP INC,EMCI,0000356130,16716,
Biostage Inc,BIOSTAGE INC,BSTG,0001563665,16719,
Altisource Asset Management Corp,ALTISOURCE ASSET MGMT CORP,AAMC,0001555074,16720,
Electronic Arts Inc,ELECTRONIC ARTS INC,EA,0000712515,16721,
KP Tissue Inc,KP TISSUE INC,KPTSF,,16725,
Houghton Mifflin Harcourt Co,HOUGHTON MIFFLIN HARCOURT CO,HMHC,0001580156,16738,
Prothena Corp Plc,PROTHENA CORP PLC,PRTA,0001559053,16745,
Ceres Group Inc,CERES GROUP INC,CERG,0000215403,16747,
Charter One Financial Inc.,CHARTER ONE FINANCIAL INC,CF.6,0000819692,16751,
